No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
76,2013-07-02,12.3,1360.139,1,24.95204,121.54842,5.431390245600108
77,2013-08-01,35.9,616.4004,3,24.97723,121.53767,6.06630035524124
78,2012-10-31,20.5,2185.128,3,24.96322,121.51237,5.059644256269407
79,2012-12-01,38.2,552.4371,2,24.97598,121.53381,5.458937625582473
80,2013-01-01,18.0,1414.837,1,24.95182,121.54887,5.1478150704935
81,2013-07-02,11.8,533.4762,4,24.97445,121.54765,6.348228099241551
82,2013-01-01,30.8,377.7956,6,24.96427,121.53964,6.06630035524124
83,2013-01-31,13.2,150.9347,7,24.96725,121.54252,6.935416353759881
84,2012-12-01,25.3,2707.392,3,24.96056,121.50831,4.207136793592526
85,2013-01-31,15.1,383.2805,7,24.96735,121.54464,6.610597552415364
86,2012-10-01,0.0,338.9679,9,24.96853,121.54413,7.127411872482185
87,2012-10-31,1.8,1455.798,1,24.9512,121.549,5.196152422706632
88,2013-08-01,16.9,4066.587,0,24.94297,121.50342,4.277849927241488
89,2012-12-01,8.9,1406.43,0,24.98573,121.52758,6.928203230275509
90,2013-07-02,23.0,3947.945,0,24.94783,121.50243,5.029910535983717
91,2012-10-31,0.0,274.0144,1,24.9748,121.53059,6.7379522111692065
92,2013-04-02,9.1,1402.016,0,24.98569,121.5276,6.572670690061994
93,2012-12-01,20.6,2469.645,4,24.96108,121.51046,4.669047011971501
94,2012-12-01,31.9,1146.329,0,24.9492,121.53076,4.012480529547776
95,2012-12-01,40.9,167.5989,5,24.9663,121.54026,6.4031242374328485
96,2012-12-01,8.0,104.8101,5,24.96674,121.54067,7.197221686178632
97,2013-06-02,6.4,90.45606,9,24.97433,121.5431,7.713624310270756
98,2013-01-31,28.4,617.4424,3,24.97746,121.53299,5.882176467941097
99,2013-06-02,16.4,289.3248,5,24.98203,121.54348,7.14142842854285
100,2013-06-02,6.4,90.45606,9,24.97433,121.5431,7.886697661252142
101,2013-07-02,17.5,964.7496,4,24.98872,121.53411,6.180614856144977
102,2012-10-31,12.7,170.1289,1,24.97371,121.52984,5.735852159879995
103,2013-01-31,1.1,193.5845,6,24.96571,121.54089,7.37563556583431
104,2012-10-01,0.0,208.3905,6,24.95618,121.53844,6.760177512462229
105,2012-09-01,32.7,392.4459,6,24.96398,121.5425,5.522680508593631
106,2012-10-31,0.0,292.9978,6,24.97744,121.54458,8.426149773176359
107,2013-01-31,17.2,189.5181,8,24.97707,121.54308,6.862943974709396
108,2013-05-02,12.2,1360.139,1,24.95204,121.54842,5.157518783291051
109,2013-06-02,31.4,592.5006,2,24.9726,121.53561,5.8395205282625735
110,2013-08-01,4.0,2147.376,3,24.96299,121.51284,5.329165037789691
111,2013-01-31,8.1,104.8101,5,24.96674,121.54067,7.183313998427188
112,2013-08-01,33.3,196.6172,7,24.97701,121.54224,6.276941930590086
113,2013-06-02,9.9,2102.427,3,24.96044,121.51462,4.806245936279167
114,2013-05-02,14.8,393.2606,6,24.96172,121.53812,2.756809750418044
115,2012-09-01,30.6,143.8383,8,24.98155,121.54142,7.3006848993775915
116,2013-01-31,20.6,737.9161,2,24.98092,121.54739,6.81175454637056
117,2013-01-01,30.9,6396.283,1,24.94375,121.47883,3.492849839314596
118,2013-01-01,13.6,4197.349,0,24.93885,121.50383,3.605551275463989
119,2013-07-02,25.3,1583.722,3,24.96622,121.51709,5.531726674375733
120,2013-07-02,16.6,289.3248,5,24.98203,121.54348,7.720103626247513
121,2013-03-02,13.3,492.2313,5,24.96515,121.53737,5.594640292279746
122,2013-07-02,13.6,492.2313,5,24.96515,121.53737,6.928203230275509
123,2013-04-02,31.5,414.9476,4,24.98199,121.54464,5.70087712549569
124,2013-06-02,0.0,185.4296,0,24.9711,121.5317,6.745368781616021
125,2012-12-01,9.9,279.1726,7,24.97528,121.54541,7.576278769950324
126,2013-03-02,1.1,193.5845,6,24.96571,121.54089,6.971370023173351
127,2013-01-31,38.6,804.6897,4,24.97838,121.53477,7.930952023559341
128,2013-04-02,3.8,383.8624,5,24.98085,121.54391,7.416198487095663
129,2013-01-31,41.3,124.9912,6,24.96674,121.54039,7.791020472312982
130,2013-06-02,38.5,216.8329,7,24.98086,121.54162,6.4031242374328485
131,2013-04-02,29.6,535.527,8,24.98092,121.53653,6.123724356957945
132,2013-07-02,4.0,2147.376,3,24.96299,121.51284,5.540758070878027
133,2013-03-02,26.6,482.7581,5,24.97433,121.53863,6.123724356957945
134,2012-10-31,18.0,373.3937,8,24.9866,121.54082,6.284902544988268
135,2012-09-01,33.4,186.9686,6,24.96604,121.54211,6.496152707564686
136,2012-12-01,18.9,1009.235,0,24.96357,121.54951,4.560701700396552
137,2012-10-01,11.4,390.5684,5,24.97937,121.54245,6.841052550594828
138,2013-07-02,13.6,319.0708,6,24.96495,121.54277,6.884765791223402
139,2013-03-02,10.0,942.4664,0,24.97843,121.52406,6.59545297913646
140,2012-09-01,12.9,492.2313,5,24.96515,121.53737,6.519202405202649
141,2013-04-02,16.2,289.3248,5,24.98203,121.54348,7.1693793315739685
142,2013-05-02,5.1,1559.827,3,24.97213,121.51627,5.375872022286245
143,2013-06-02,19.8,640.6071,5,24.97017,121.54647,6.123724356957945
144,2013-07-02,13.6,492.2313,5,24.96515,121.53737,6.332456079595025
145,2013-01-31,11.9,1360.139,1,24.95204,121.54842,5.329165037789691
146,2012-12-01,2.1,451.2438,5,24.97563,121.54694,6.745368781616021
147,2012-10-01,0.0,185.4296,0,24.9711,121.5317,7.224956747275377
148,2012-10-01,3.2,489.8821,8,24.97017,121.54494,6.572670690061994
149,2013-07-02,16.4,3780.59,0,24.93293,121.51203,6.715653356152326
150,2012-09-01,34.9,179.4538,8,24.97349,121.54245,6.300793600809346
151,2013-04-02,35.8,170.7311,7,24.96719,121.54269,6.96419413859206
152,2013-07-02,4.9,387.7721,9,24.98118,121.53788,6.685805860178712
153,2013-05-02,12.0,1360.139,1,24.95204,121.54842,5.375872022286245
154,2013-04-02,6.5,376.1709,6,24.95418,121.53713,6.395310782127793
155,2013-07-02,16.9,4066.587,0,24.94297,121.50342,4.54972526643093
156,2013-03-02,13.8,4082.015,0,24.94155,121.50381,3.9496835316262997
157,2013-08-01,30.7,1264.73,0,24.94883,121.52954,4.277849927241488
158,2013-04-02,16.1,815.9314,4,24.97886,121.53464,5.966573556070519
159,2013-01-01,11.6,390.5684,5,24.97937,121.54245,6.276941930590086
160,2012-09-01,15.5,815.9314,4,24.97886,121.53464,6.115553940568262
161,2012-12-01,3.5,49.66105,8,24.95836,121.53756,7.602631123499285
162,2013-06-02,19.2,616.4004,3,24.97723,121.53767,6.29285308902091
163,2012-10-01,16.0,4066.587,0,24.94297,121.50342,3.40587727318528
164,2013-07-02,8.5,104.8101,5,24.96674,121.54067,7.44983221287567
165,2012-10-31,0.0,185.4296,0,24.9711,121.5317,7.429670248402684
166,2012-12-01,13.7,1236.564,1,24.97694,121.55391,5.531726674375733
167,2013-06-02,0.0,292.9978,6,24.97744,121.54458,8.579044235810887
168,2013-06-02,28.2,330.0854,8,24.97408,121.54011,6.587867636800241
169,2013-01-31,27.6,515.1122,5,24.96299,121.5432,6.115553940568262
170,2013-06-02,8.4,1962.628,1,24.95468,121.55481,4.847679857416329
171,2013-05-02,24.0,4527.687,0,24.94741,121.49628,3.794733192202055
172,2013-01-31,3.6,383.8624,5,24.98085,121.54391,7.6681158050723255
173,2013-08-01,6.6,90.45606,9,24.97433,121.5431,7.622335600063802
174,2013-01-31,41.3,401.8807,4,24.98326,121.5446,5.92452529743945
175,2013-06-02,4.3,432.0385,7,24.9805,121.53778,6.723094525588644
176,2013-01-31,30.2,472.1745,3,24.97005,121.53758,6.041522986797286
177,2012-10-31,13.9,4573.779,0,24.94867,121.49507,4.381780460041329
178,2013-01-31,33.0,181.0766,9,24.97697,121.54262,6.48074069840786
179,2013-07-02,13.1,1144.436,4,24.99176,121.53456,6.058052492344384
180,2013-01-31,14.0,438.8513,1,24.97493,121.5273,6.526867548832288
181,2012-09-01,26.9,4449.27,0,24.94898,121.49621,3.9370039370059056
182,2013-03-02,11.6,201.8939,8,24.98489,121.54121,7.476630257007497
183,2013-07-02,13.5,2147.376,3,24.96299,121.51284,4.857983120596447
184,2013-07-02,17.0,4082.015,0,24.94155,121.50381,4.33589667773576
185,2012-10-01,14.1,2615.465,0,24.95495,121.56174,4.669047011971501
186,2012-10-01,31.4,1447.286,3,24.97285,121.5173,4.636809247747852
187,2013-03-02,20.9,2185.128,3,24.96322,121.51237,5.06951674225463
188,2013-01-01,8.9,3078.176,0,24.95464,121.56627,4.69041575982343
189,2012-12-01,34.8,190.0392,8,24.97707,121.54312,6.6558245169174945
190,2012-12-01,16.3,4066.587,0,24.94297,121.50342,4.527692569068709
191,2013-07-02,35.3,616.5735,8,24.97945,121.53642,6.5038450166036395
192,2013-03-02,13.2,750.0704,2,24.97371,121.54951,6.148170459575759
193,2013-03-02,43.8,57.58945,7,24.9675,121.54069,6.534523701081817
194,2013-06-02,9.7,421.479,5,24.98246,121.54477,7.021395872616783
195,2013-07-02,15.2,3771.895,0,24.93363,121.51158,5.412947441089743
196,2013-05-02,15.2,461.1016,5,24.95425,121.5399,5.882176467941097
197,2013-01-01,22.8,707.9067,2,24.981,121.54713,6.04979338490167
198,2013-04-02,34.4,126.7286,8,24.96881,121.54089,6.942621983083913
199,2013-01-31,34.0,157.6052,7,24.96628,121.54196,6.252999280345393
200,2013-06-02,18.2,451.6419,8,24.96945,121.5449,5.621387729022079
201,2013-06-02,17.4,995.7554,0,24.96305,121.54915,5.049752469181039
202,2013-06-02,13.1,561.9845,5,24.98746,121.54391,6.774953874381729
203,2012-12-01,38.3,642.6985,3,24.97559,121.53713,5.612486080160912
204,2012-09-01,15.6,289.3248,5,24.98203,121.54348,6.789698078707183
205,2013-01-01,18.0,1414.837,1,24.95182,121.54887,5.157518783291051
206,2013-01-31,12.8,1449.722,3,24.97289,121.51728,4.626013402488151
207,2013-04-02,22.2,379.5575,10,24.98343,121.53762,6.6332495807108
208,2013-01-31,38.5,665.0636,3,24.97503,121.53692,5.848076606885378
209,2012-10-01,11.5,1360.139,1,24.95204,121.54842,5.118593556827891
210,2012-10-31,34.8,175.6294,8,24.97347,121.54271,6.395310782127793
211,2013-07-02,5.2,390.5684,5,24.97937,121.54245,7.224956747275377
212,2013-01-31,0.0,274.0144,1,24.9748,121.53059,6.59545297913646
213,2013-05-02,17.6,1805.665,2,24.98672,121.52091,5.576737397439475
214,2013-01-31,6.2,90.45606,9,24.97433,121.5431,7.615773105863909
215,2013-08-01,18.1,1783.18,3,24.96731,121.51486,4.571651780264984
216,2013-05-02,19.2,383.7129,8,24.972,121.54477,6.935416353759881
217,2013-04-02,37.8,590.9292,1,24.97153,121.53559,6.300793600809346
218,2012-12-01,28.0,372.6242,6,24.97838,121.54119,6.387487769068525
219,2013-06-02,13.6,492.2313,5,24.96515,121.53737,6.618156843109719
220,2012-10-01,29.3,529.7771,8,24.98102,121.53655,6.340346993658944
221,2013-05-02,37.2,186.5101,9,24.97703,121.54265,8.848728722251575
222,2013-05-02,9.0,1402.016,0,24.98569,121.5276,6.2048368229954285
223,2013-08-01,30.6,431.1114,10,24.98123,121.53743,6.96419413859206
224,2013-04-02,9.1,1402.016,0,24.98569,121.5276,6.5038450166036395
225,2013-05-02,34.5,324.9419,6,24.97814,121.5417,6.782329983125268
226,2013-04-02,1.1,193.5845,6,24.96571,121.54089,7.0
227,2013-01-01,16.5,4082.015,0,24.94155,121.50381,3.5777087639996634
228,2012-12-01,32.4,265.0609,8,24.98059,121.53986,6.340346993658944
229,2013-06-02,11.9,3171.329,0,25.00115,121.51776,6.826419266350405
230,2013-08-01,31.0,1156.412,0,24.9489,121.53095,4.358898943540674
231,2013-07-02,4.0,2147.376,3,24.96299,121.51284,5.779273310719955
232,2012-10-31,16.2,4074.736,0,24.94235,121.50357,3.8340579025361627
233,2012-12-01,27.1,4412.765,1,24.95032,121.49587,4.171330722922842
234,2013-05-02,39.7,333.3679,9,24.98016,121.53932,5.692099788303083
235,2013-04-02,8.0,2216.612,4,24.96007,121.51361,4.888762624632126
236,2012-10-01,12.9,250.631,7,24.96606,121.54297,6.268971207462991
237,2013-03-02,3.6,373.8389,10,24.98322,121.53765,7.867655305108378
238,2013-03-02,13.0,732.8528,0,24.97668,121.52518,6.244997998398398
239,2013-01-31,12.8,732.8528,0,24.97668,121.52518,6.371812928829597
240,2013-07-02,18.1,837.7233,0,24.96334,121.54767,5.449770637375485
241,2013-01-31,11.0,1712.632,2,24.96412,121.5167,5.366563145999495
242,2013-07-02,13.7,250.631,7,24.96606,121.54297,6.434283176858165
243,2012-10-31,2.0,2077.39,3,24.96357,121.51329,5.779273310719955
244,2013-06-02,32.8,204.1705,8,24.98236,121.53923,6.942621983083913
245,2013-01-31,4.8,1559.827,3,24.97213,121.51627,4.658325879540846
246,2013-06-02,7.5,639.6198,5,24.97258,121.54814,6.387487769068525
247,2013-06-02,16.4,389.8219,6,24.96412,121.54273,6.371812928829597
248,2013-05-02,21.7,1055.067,0,24.96211,121.54928,4.806245936279167
249,2013-01-01,19.0,1009.235,0,24.96357,121.54951,4.722287581247038
250,2012-10-31,18.0,6306.153,1,24.95743,121.47516,3.872983346207417
251,2013-03-02,39.2,424.7132,7,24.97429,121.53917,5.477225575051661
252,2012-12-01,31.7,1159.454,0,24.9496,121.53018,3.714835124201342
253,2012-10-31,5.9,90.45606,9,24.97433,121.5431,7.259476565152615
254,2012-09-01,30.4,1735.595,2,24.96464,121.51623,5.089204259999788
255,2012-09-01,1.1,329.9747,5,24.98254,121.54395,7.197221686178632
256,2013-06-02,31.5,5512.038,1,24.95095,121.48458,4.171330722922842
257,2012-09-01,14.6,339.2289,1,24.97519,121.53151,5.1478150704935
258,2013-04-02,17.3,444.1334,1,24.97501,121.5273,6.6257075093909785
259,2013-06-02,0.0,292.9978,6,24.97744,121.54458,7.956129712366434
260,2013-01-31,17.7,837.7233,0,24.96334,121.54767,5.366563145999495
261,2013-04-02,17.0,1485.097,4,24.97073,121.517,5.540758070878027
262,2013-03-02,16.2,2288.011,3,24.95885,121.51359,4.9396356140913875
263,2012-12-01,15.9,289.3248,5,24.98203,121.54348,7.280109889280518
264,2013-06-02,3.9,2147.376,3,24.96299,121.51284,5.630275304103699
265,2013-03-02,32.6,493.657,7,24.96968,121.54522,6.371812928829597
266,2012-10-31,15.7,815.9314,4,24.97886,121.53464,6.172519744804386
267,2013-04-02,17.8,1783.18,3,24.96731,121.51486,4.868264577855234
268,2012-10-31,34.7,482.7581,5,24.97433,121.53863,6.410928169929843
269,2013-06-02,17.2,390.5684,5,24.97937,121.54245,6.332456079595025
270,2013-01-01,17.6,837.7233,0,24.96334,121.54767,4.795831523312719
271,2013-05-02,10.8,252.5822,1,24.9746,121.53046,10.8397416943394
272,2012-12-01,17.7,451.6419,8,24.96945,121.5449,5.1478150704935
273,2012-10-01,13.0,492.2313,5,24.96515,121.53737,6.363961030678928
274,2013-06-02,13.2,170.1289,1,24.97371,121.52984,5.412947441089743
275,2013-03-02,27.5,394.0173,7,24.97305,121.53994,6.4031242374328485
276,2012-09-01,1.5,23.38284,7,24.96772,121.54102,7.049822692805827
277,2013-01-01,19.1,461.1016,5,24.95425,121.5399,5.830951894845301
278,2013-06-02,21.2,2185.128,3,24.96322,121.51237,5.263078946776307
279,2012-10-01,0.0,208.3905,6,24.95618,121.53844,6.6332495807108
280,2013-06-02,2.6,1554.25,3,24.97026,121.51642,5.576737397439475
281,2013-04-02,2.3,184.3302,6,24.96581,121.54086,6.7379522111692065
282,2013-05-02,4.7,387.7721,9,24.98118,121.53788,6.6932802122726045
283,2012-12-01,2.0,1455.798,1,24.9512,121.549,5.059644256269407
284,2013-06-02,33.5,1978.671,2,24.98674,121.51844,4.847679857416329
285,2012-12-01,15.0,383.2805,7,24.96735,121.54464,5.865151319446072
286,2013-03-02,30.1,718.2937,3,24.97509,121.53644,7.436396977031283
287,2012-12-01,5.9,90.45606,9,24.97433,121.5431,7.503332592921628
288,2013-01-01,19.2,461.1016,5,24.95425,121.5399,5.735852159879995
289,2013-08-01,16.6,323.6912,6,24.97841,121.5428,7.14142842854285
290,2013-05-02,13.9,289.3248,5,24.98203,121.54348,6.670832032063167
291,2013-01-31,37.7,490.3446,0,24.97217,121.53471,6.082762530298219
292,2012-10-31,3.4,56.47425,7,24.95744,121.53711,7.37563556583431
293,2013-01-31,17.5,395.6747,5,24.95674,121.534,4.949747468305833
294,2012-09-01,12.6,383.2805,7,24.96735,121.54464,6.519202405202649
295,2013-07-02,26.4,335.5273,6,24.9796,121.5414,6.172519744804386
296,2013-03-02,18.2,2179.59,3,24.96299,121.51252,4.669047011971501
297,2012-10-01,12.5,1144.436,4,24.99176,121.53456,5.8395205282625735
298,2012-10-31,34.9,567.0349,4,24.97003,121.5458,5.338539126015656
299,2013-05-02,16.7,4082.015,0,24.94155,121.50381,4.08656334834051
300,2013-03-02,33.2,121.7262,10,24.98178,121.54059,6.789698078707183
301,2013-01-31,2.5,156.2442,4,24.96696,121.53992,6.074537019394976
302,2012-10-01,38.0,461.7848,0,24.97229,121.53445,5.974947698515862
303,2013-07-02,16.5,2288.011,3,24.95885,121.51359,4.8166378315169185
304,2013-07-02,38.3,439.7105,0,24.97161,121.53423,6.196773353931867
305,2013-06-02,20.0,1626.083,3,24.96622,121.51668,5.422176684690384
306,2013-01-31,16.2,289.3248,5,24.98203,121.54348,7.416198487095663
307,2013-07-02,14.4,169.9803,1,24.97369,121.52979,7.085195833567341
308,2012-10-31,10.3,3079.89,0,24.9546,121.56627,4.969909455915671
309,2013-06-02,16.4,289.3248,5,24.98203,121.54348,7.280109889280518
310,2013-04-02,30.3,1264.73,0,24.94883,121.52954,4.370354676682432
311,2013-08-01,16.4,1643.499,2,24.95394,121.55174,4.969909455915671
312,2013-03-02,21.3,537.7971,4,24.97425,121.53814,6.496152707564686
313,2013-08-01,35.4,318.5292,9,24.97071,121.54069,8.831760866327848
314,2013-05-02,8.3,104.8101,5,24.96674,121.54067,6.54217089351845
315,2013-04-02,3.7,577.9615,6,24.97201,121.54722,6.44980619863884
316,2013-01-31,15.6,1756.411,2,24.9832,121.51812,5.224940191045253
317,2013-04-02,13.3,250.631,7,24.96606,121.54297,6.48074069840786
318,2012-10-01,15.6,752.7669,2,24.97795,121.53451,6.123724356957945
319,2013-05-02,7.1,379.5575,10,24.98343,121.53762,7.05691150575094
320,2013-04-02,34.6,272.6783,5,24.95562,121.53872,5.186520991955976
321,2012-10-01,13.5,4197.349,0,24.93885,121.50383,4.312771730569565
322,2012-12-01,16.9,964.7496,4,24.98872,121.53411,6.1400325732035
323,2013-01-01,12.9,187.4823,1,24.97388,121.52981,5.75325994545701
324,2013-06-02,28.6,197.1338,6,24.97631,121.54436,6.519202405202649
325,2012-09-01,12.4,1712.632,2,24.96412,121.5167,5.594640292279746
326,2013-01-31,36.6,488.8193,8,24.97015,121.54494,6.172519744804386
327,2013-07-02,4.1,56.47425,7,24.95744,121.53711,7.880355321938218
328,2013-06-02,3.5,757.3377,3,24.97538,121.54971,6.058052492344384
329,2012-10-31,15.9,1497.713,3,24.97003,121.51696,4.857983120596447
330,2013-01-01,13.6,4197.349,0,24.93885,121.50383,4.381780460041329
331,2013-01-31,32.0,1156.777,0,24.94935,121.53046,3.5777087639996634
332,2013-05-02,25.6,4519.69,0,24.94826,121.49587,3.9496835316262997
333,2013-03-02,39.8,617.7134,2,24.97577,121.53475,6.29285308902091
334,2012-10-01,7.8,104.8101,5,24.96674,121.54067,6.196773353931867
335,2012-12-01,30.0,1013.341,5,24.99006,121.5346,4.774934554525329
336,2013-08-01,27.3,337.6016,6,24.96431,121.54063,6.041522986797286
337,2012-10-31,5.1,1867.233,2,24.98407,121.51748,5.966573556070519
338,2012-10-31,31.3,600.8604,5,24.96871,121.54651,5.558776843874918
339,2012-12-01,31.5,258.186,9,24.96867,121.54331,6.024948132556827
340,2013-05-02,1.7,329.9747,5,24.98254,121.54395,7.0992957397195395
341,2013-05-02,33.6,270.8895,0,24.97281,121.53265,6.549809157525126
342,2013-01-01,13.0,750.0704,2,24.97371,121.54951,6.082762530298219
343,2012-09-01,5.7,90.45606,9,24.97433,121.5431,7.314369419163897
344,2013-01-01,33.5,563.2854,8,24.98223,121.53597,6.826419266350405
345,2013-07-02,34.6,3085.17,0,24.998,121.5155,6.418722614352485
346,2012-09-01,0.0,185.4296,0,24.9711,121.5317,6.156297588648554
347,2013-06-02,13.2,1712.632,2,24.96412,121.5167,5.549774770204643
348,2013-08-01,17.4,6488.021,1,24.95719,121.47353,3.3466401061363023
349,2012-10-31,4.6,259.6607,6,24.97585,121.54516,7.328028384224504
350,2012-10-01,7.8,104.8101,5,24.96674,121.54067,6.855654600401044
351,2013-01-01,13.2,492.2313,5,24.96515,121.53737,6.5038450166036395
352,2012-10-31,4.0,2180.245,3,24.96324,121.51241,5.347896782848375
353,2012-10-31,18.4,2674.961,3,24.96143,121.50827,5.06951674225463
354,2013-07-02,4.1,2147.376,3,24.96299,121.51284,5.594640292279746
355,2013-06-02,12.2,1360.139,1,24.95204,121.54842,5.486346689738081
356,2013-04-02,3.8,383.8624,5,24.98085,121.54391,7.791020472312982
357,2012-10-31,10.3,211.4473,1,24.97417,121.52999,6.730527468185536
358,2013-06-02,0.0,338.9679,9,24.96853,121.54413,6.700746227100382
359,2013-03-02,1.1,193.5845,6,24.96571,121.54089,6.715653356152326
360,2013-07-02,5.6,2408.993,0,24.95505,121.55964,4.969909455915671
361,2012-09-01,32.9,87.30222,10,24.983,121.54022,6.862943974709396
362,2013-01-31,41.4,281.205,8,24.97345,121.54093,7.956129712366434
363,2013-06-02,17.1,967.4,4,24.98872,121.53408,6.324555320336759
364,2013-07-02,32.3,109.9455,10,24.98182,121.54086,6.928203230275509
